CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
41243544,CAFE COLETTE,Brooklyn,79,BERRY STREET,11249,3475991381,American,2/28/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,7,,,10/26/2020,Cycle Inspection / Initial Inspection,40.71985929,-73.95766915,301,33,51700,3061662,3023040001,BK73
40369213,WHITESTONE LANES,Queens,3005,WHITESTONE EXPRESSWAY,11354,7183536300,American,10/30/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,27,,,10/26/2020,Cycle Inspection / Initial Inspection,40.77070865,-73.83372018,407,20,86900,4100748,4043700015,QN22
41465455,HAPPY HOUSE,Brooklyn,1,SUTTER AVENUE,11212,7183630762,Chinese,6/20/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,8,A,6/20/2018,10/26/2020,Cycle Inspection / Re-inspection,40.66524773,-73.92305678,316,41,90000,3080769,3035080001,BK81
41679501,POTBELLY SANDWICH WORKS,Manhattan,90,BROAD STREET,10004,6462894211,American,1/13/2020,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,16,,,10/26/2020,Cycle Inspection / Initial Inspection,40.70394685,-74.01159185,101,1,900,1000025,1000100016,MN25
50069965,191 KNICKERBOCKER AVENUE,Brooklyn,191,KNICKERBOCKER AVENUE,11237,9293053625,American,4/11/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,61,,,10/26/2020,Pre-permit (Non-operational) / Initial Inspection,40.70372932,-73.92699756,304,34,42700,3072119,3031660001,BK77
50055367,EL SABOR CARIBENO RESTAURANT,Brooklyn,1062,BROADWAY,11221,7186020006,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/15/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,19,,,10/26/2020,Cycle Inspection / Initial Inspection,40.69489397,-73.93156548,303,36,28700,3043133,3015960044,BK35
50003360,GROUND CENTRAL COFFEE COMPANY,Manhattan,155,EAST   52 STREET,10022,6469644438,American,6/4/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,4,A,6/4/2018,10/26/2020,Cycle Inspection / Re-inspection,40.75751058,-73.97088148,106,4,10000,1036468,1013070029,MN19
50042840,DUNKIN' DONUTS,Manhattan,105,WEST  125 STREET,10027,6468927695,Donuts,2/10/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,19,,,10/26/2020,Cycle Inspection / Initial Inspection,40.80793909,-73.94586562,110,9,22200,1085673,1019107501,MN11
50049726,DALTON'S BAR AND GRILL,Queens,8414,ASTORIA BLVD,11370,7182551960,American,12/22/2017,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Y,30,,,10/26/2020,Cycle Inspection / Initial Inspection,40.76462036,-73.88488519,403,22,32900,4024027,4010960022,QN28
41654555,NEW KING WOK RESTAURANT,Manhattan,2025,7 AVENUE,10027,2122222868,Chinese,4/25/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,7,A,4/25/2018,10/26/2020,Cycle Inspection / Initial Inspection,40.80659331,-73.9500461,110,9,22000,1057676,1019060002,MN11
50071225,F & M 99 CENTS PIZZA,Manhattan,153,AVENUE C,10009,3479166922,Pizza,7/12/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,12,A,7/12/2018,10/26/2020,Cycle Inspection / Re-inspection,40.72557955,-73.97776483,103,2,2800,1004775,1003920034,MN28
50092306,SHANGHAI DUMPLING,Queens,24911,NORTHERN BLVD,11362,7182298788,Chinese,2/12/2020,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,27,B,2/12/2020,10/26/2020,Pre-permit (Operational) / Re-inspection,40.76798026,-73.73803958,411,19,147900,4169276,4081260093,QN45
50041663,LIMA RESTAURANT,Queens,8507,NORTHERN BLVD,11372,9178326682,Peruvian,6/8/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,21,B,6/8/2019,10/26/2020,Cycle Inspection / Re-inspection,40.75587304,-73.88240259,403,25,33700,4034689,4014150045,QN28
41165980,ZIBETTO ESPRESSO BAR,Manhattan,1385,6 AVENUE,10019,6467070505,CafÃ©/Coffee/Tea,4/19/2018,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",N,7,A,4/19/2018,10/26/2020,Cycle Inspection / Re-inspection,40.76384972,-73.97754624,105,4,13700,1023456,1010090029,MN17
50104573,FLOR DE AZALEA CAFE,Queens,902,34TH AVE,11106,7187770523,Other,1/1/1900,,,,,,,,10/26/2020,,40.76515335,-73.93929062,401,26,3900,4003858,4003240024,QN68
41232741,TIO PIO WEST,Manhattan,46,WEST   36 STREET,10018,2122396633,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5/1/2018,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",N,,,,10/26/2020,Administrative Miscellaneous / Initial Inspection,40.75054992,-73.98562453,105,4,8400,1015911,1008370071,MN17
40962335,THE SOUL SPOT,Brooklyn,302,ATLANTIC AVENUE,11201,7185969933,Soul Food,7/9/2018,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,12,A,7/9/2018,10/26/2020,Cycle Inspection / Re-inspection,40.68836479,-73.98856592,302,33,4300,3000834,3001820006,BK38
41253552,KAIETEUR RESTAURANT,Queens,87-12,LEFFERTS BOULEVARD,11418,7188500787,Caribbean,8/4/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,16,,,10/26/2020,Cycle Inspection / Initial Inspection,40.69957628,-73.83069576,409,29,12200,4442217,4093280010,QN54
41343242,EAST PACIFIC,Staten Island,2655,RICHMOND AVENUE,10314,7183702225,Asian,2/12/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,-1,,,10/26/2020,Cycle Inspection / Initial Inspection,40.58229742,-74.16905259,502,51,27702,5039658,5024000180,SI24
50057733,NEW LOTS RESTAURANT,Brooklyn,429,NEW LOTS AVENUE,11207,3475338716,Spanish,9/14/2017,Establishment re-closed by DOHMH,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,,,10/26/2020,Cycle Inspection / Reopening Inspection,40.66242005,-73.89178089,305,42,112800,3085609,3038410036,BK85
50071215,AL NAR CAFE,Queens,27121,UNION TPKE,11040,3473231045,Middle Eastern,6/15/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,18,,,10/26/2020,Cycle Inspection / Initial Inspection,40.75191416,-73.70272827,413,23,155102,4174328,4085550072,QN44
50085329,KUSHI IZAKAYA RESTAURANT,Brooklyn,1934,86 STREET,11214,7189753588,Japanese,3/12/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,21,,,10/26/2020,Pre-permit (Operational) / Initial Inspection,40.60538516,-73.99958225,311,47,28400,3166812,3063730046,BK28
50043922,JOE & JOHN'S PIZZA RESTAURANT,Queens,5910,MYRTLE AVE,11385,7184970078,Pizza/Italian,2/19/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,16,,,10/26/2020,Cycle Inspection / Initial Inspection,40.70049427,-73.89937181,405,34,55700,4086695,4035870046,QN20
40875290,SEAFOOD  CITY,Bronx,459,CITY ISLAND AVENUE,10464,7188853600,Seafood,2/13/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,33,,,10/26/2020,Cycle Inspection / Initial Inspection,40.85113502,-73.78846481,210,13,51600,2096039,2056340019,BX10
40511771,PIZZA PARK,Manhattan,1233,FIRST AVENUE,10065,2128796444,Pizza,12/13/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,53,,,10/26/2020,Cycle Inspection / Initial Inspection,40.76432477,-73.95854327,108,5,11800,1044743,1014410027,MN31
50086624,MY FRIEND DUKE,Manhattan,383,3 AVENUE,10016,6464550684,American,12/23/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,19,,,10/26/2020,Cycle Inspection / Initial Inspection,40.74162604,-73.98109391,106,2,6600,1019872,1009080005,MN20
40787059,BOSTON MARKET,Queens,5124,NORTHERN BOULEVARD,11377,7185331389,American,8/15/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,10,A,8/15/2016,10/26/2020,Cycle Inspection / Initial Inspection,40.75315724,-73.90812764,402,26,25500,4027255,4011920001,QN63
41435182,LA GRAN URUGUAYA BAKERY & RESTAURANT,Queens,85-06,37 AVENUE,11372,7185050404,Spanish,5/7/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,5/7/2019,10/26/2020,Cycle Inspection / Re-inspection,40.75004481,-73.88133739,403,21,27900,4036240,4014730001,QN28
50104898,LAGOS RESTAURANT & LOUNGE,Manhattan,306,EAST   49 STREET,10017,3474986849,Other,1/1/1900,,,,,,,,10/26/2020,,40.75404333,-73.96852606,106,4,9000,1038932,1013410048,MN19
41557136,FUJI HANA RESTAURANT,Brooklyn,512,AVENUE U,11223,7183363888,Jewish/Kosher,2/11/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,13,,,10/26/2020,Cycle Inspection / Initial Inspection,40.59771405,-73.96642149,315,47,39400,3192976,3071320004,BK25
40980922,BAYSIDE MARINA SNACK BAR,Queens,28-05,CROSS ISLAND PARKWAY,11360,7182290097,American,8/22/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,13,A,8/22/2019,10/26/2020,Cycle Inspection / Initial Inspection,40.77941167,-73.76842618,411,19,99705,4000000,4080690001,QN47
50000551,WOLFNIGHTS,Manhattan,99,RIVINGTON STREET,10002,6466698070,American,1/24/2020,Violations were cited in the following area(s).,09B,Thawing procedures improper.,N,17,,,10/26/2020,Cycle Inspection / Initial Inspection,40.72009708,-73.98847027,103,1,1800,1005312,1004100017,MN27
50038867,LELLA ALIMENTARI,Brooklyn,325,MANHATTAN AVENUE,11211,9175359142,CafÃ©/Coffee/Tea,12/12/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,9,A,12/12/2016,10/26/2020,Cycle Inspection / Re-inspection,40.71516368,-73.94621541,301,34,50100,3068573,3027530029,BK90
41465581,MOLE,Manhattan,57,JANE STREET,10014,2122067577,Mexican,2/7/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,A,2/7/2017,10/26/2020,Cycle Inspection / Re-inspection,40.73814162,-74.00537671,102,3,7700,1011646,1006260021,MN23
50051339,SWELL DIVE,Brooklyn,1013,BEDFORD AVENUE,11205,9176524779,Tex-Mex,5/1/2018,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,19,,,10/26/2020,Cycle Inspection / Initial Inspection,40.68927332,-73.95507799,303,36,24300,3322140,3017880009,BK75
40384340,FRIEND OF A FARMER,Manhattan,77,IRVING PLACE,10003,2124772188,American,4/4/2018,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,21,B,4/4/2018,10/26/2020,Cycle Inspection / Re-inspection,40.73690034,-73.98664868,105,2,5000,1017899,1008740065,MN21
41348322,YUMMY TACO BROOKLYN,Brooklyn,3606,CLARENDON ROAD,11203,7182820588,Tex-Mex,2/11/2019,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,12,A,2/11/2019,10/26/2020,Cycle Inspection / Initial Inspection,40.64360024,-73.94281045,317,45,83200,3111590,3049530002,BK91
41492690,KENNEDY FRIED CHICKEN,Brooklyn,2788,FULTON STREET,11207,7182351283,American,9/18/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,37,,,10/26/2020,Cycle Inspection / Initial Inspection,40.67799669,-73.89180598,305,37,119800,3087751,3039460022,BK82
41650724,AITA RESTAURANT/MAYFLOWER,Brooklyn,132,GREENE AVENUE,11238,7185763584,Italian,11/22/2019,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Y,18,,,10/26/2020,Cycle Inspection / Initial Inspection,40.68659563,-73.96667583,302,35,19900,3055998,3019610039,BK69
50001689,DREDSURFER GRILL,Queens,16-27,SEAGIRT BOULEVARD,11691,6464633271,Caribbean,8/22/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13,A,8/22/2016,10/26/2020,Cycle Inspection / Re-inspection,40.59511926,-73.75039051,414,31,101001,,4,QN15
41588814,MONTELEONE BAKERY CAFE,Brooklyn,355,COURT STREET,11231,7188525600,Bakery,7/6/2017,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,11,A,7/6/2017,10/26/2020,Cycle Inspection / Initial Inspection,40.68198919,-73.99606281,306,39,7500,3007218,3004350004,BK33
41335405,RADISSON JFK - CONNECTIONS,Queens,135-30,140 STREET,11436,7183222300,American,1/9/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,20,B,1/9/2019,10/26/2020,Cycle Inspection / Re-inspection,40.66782405,-73.79811429,412,28,79200,4262609,4120930034,QN76
41430526,CARVEL ICE CREAM store #2513,Queens,10720,ATLANTIC AVENUE,11416,7188496703,"Ice Cream, Gelato, Yogurt, Ices",10/17/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,5,A,10/17/2018,10/26/2020,Cycle Inspection / Initial Inspection,40.69116882,-73.83815634,409,28,11600,4197212,4093890004,QN54
50073529,M&O BAGELS,Queens,13210,CROSSBAY BLVD,11417,7183232900,Mexican,2/14/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,20,,,10/26/2020,Pre-permit (Operational) / Initial Inspection,40.67642874,-73.84364689,410,32,5800,4245350,4113540025,QN56
50104820,MARLOW EVENTS,Brooklyn,177,DWIGHT STREET,11231,9179090277,Other,1/1/1900,,,,,,,,10/26/2020,,40.67375707,-74.01170194,306,38,5300,3396331,3006000102,BK33
50052924,BLOSSOM DUJOUR,Manhattan,617,9 AVENUE,10036,6469983535,Vegetarian,6/30/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,A,6/30/2017,10/26/2020,Cycle Inspection / Re-inspection,40.75952315,-73.99184209,104,3,12100,1026367,1010530034,MN15
50005390,JUMBO PIZZA,Manhattan,3594,BROADWAY,10031,2122914991,Pizza,1/6/2020,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,10,A,1/6/2020,10/26/2020,Cycle Inspection / Re-inspection,40.82815015,-73.94918069,109,7,23300,1062006,1020790061,MN04
41674573,5BAR KARAOKE,Manhattan,38,WEST   32 STREET,10001,2125946644,Korean,4/18/2017,Violations were cited in the following area(s).,04E,"Toxic chemical improperly labeled, stored or used such that food contamination may occur.",Y,13,A,4/18/2017,10/26/2020,Cycle Inspection / Initial Inspection,40.7478822,-73.9872528,105,4,7600,1015806,1008330018,MN17
41532740,EXQUISITE RESTAURANT,Brooklyn,2905,GLENWOOD ROAD,11210,3475336453,Caribbean,1/6/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,29,,,10/26/2020,Cycle Inspection / Initial Inspection,40.63394409,-73.94859777,314,45,78600,3121701,3052520001,BK42
50002396,ISLAND CZ CAFE,Brooklyn,743,FRANKLIN AVENUE,11238,7185766700,Caribbean,3/20/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,18,,,10/26/2020,Cycle Inspection / Initial Inspection,40.67341747,-73.95696332,308,35,21900,3031390,3012380001,BK61
41631965,KUNG FU TEA,Brooklyn,1422,AVENUE U,11229,7188199079,CafÃ©/Coffee/Tea,5/8/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,7,A,5/8/2018,10/26/2020,Cycle Inspection / Initial Inspection,40.59874844,-73.95704404,315,48,58000,3199527,3073470009,BK44
41094546,PEOPLES CHOICE KITCHEN,Manhattan,2733,8 AVENUE,10039,2122813830,Caribbean,7/31/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,48,,,10/26/2020,Cycle Inspection / Initial Inspection,40.82317037,-73.94167998,110,9,25900,1060804,1020450011,MN03
50089231,DUNKIN',Manhattan,567,3 AVENUE,10016,2128679578,Donuts,8/6/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04F,"Food, food preparation area, food storage area, area used by employees or patrons, contaminated by sewage or liquid waste.",Y,34,,,10/26/2020,Pre-permit (Operational) / Initial Inspection,40.74788051,-73.97653389,106,4,7800,1020334,1009180004,MN20
41391237,EL MONUMENTAL RESTAURANT,Queens,144-28,HILLSIDE AVENUE,11435,7187259727,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/25/2020,Violations were cited in the following area(s).,22G,,,,,,10/26/2020,Administrative Miscellaneous / Initial Inspection,40.70517067,-73.81168115,412,24,23800,4207033,4096890020,QN61
50038174,LA FLOR RESTAURANT,Queens,5302,ROOSEVELT AVE,11377,7184268023,Mexican,11/28/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,11/28/2017,10/26/2020,Cycle Inspection / Initial Inspection,40.74450279,-73.9113443,402,26,25100,4030921,4013220065,QN63
50007103,CARROLL PLACE,Manhattan,157,BLEECKER STREET,10012,2122601700,Italian,5/24/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,21,,,10/26/2020,Cycle Inspection / Initial Inspection,40.72851586,-73.9998629,102,1,6500,1008682,1005390036,MN23
50067236,AMERICAN RETRO BAR & GRILL,Manhattan,714,11 AVENUE,10019,2122452203,American,10/10/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,17,B,10/10/2017,10/26/2020,Pre-permit (Operational) / Re-inspection,40.76625344,-73.99433943,104,3,13500,1027047,1010790063,MN15
41609062,PARADISE CAFE NY RESTAURANT,Bronx,1021,OGDEN AVENUE,10452,7185376675,Spanish,3/11/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,30,,,10/26/2020,Cycle Inspection / Initial Inspection,40.83357679,-73.92901916,204,8,18900,2003469,2025250032,BX26
41363953,GRAMERCY TERRACE (GRAMERCY PARK HOTEL),Manhattan,2,LEXINGTON AVENUE,10010,2122012171,American,5/2/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,5/2/2019,10/26/2020,Cycle Inspection / Initial Inspection,40.73830828,-73.98561636,106,2,6800,1017990,1008770018,MN21
50074901,BUSHNIWA,Brooklyn,250,VARET STREET,11206,7183868886,Japanese,4/11/2018,Violations were cited in the following area(s).,20D,"â€œChoking first aidâ€ poster not posted. â€œAlcohol and pregnancyâ€ warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",N,,,,10/26/2020,Administrative Miscellaneous / Initial Inspection,40.70414779,-73.93360094,301,34,48500,3071584,3031180014,BK78
40398899,KNAPP ST PIZZA II,Brooklyn,261,AVENUE X,11223,7183760174,Pizza,2/4/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,45,,,10/26/2020,Cycle Inspection / Initial Inspection,40.59020886,-73.97328784,315,47,38600,3194400,3071730042,BK26
50080002,INTERSECT BY LEXUS,Manhattan,412,WEST   14 STREET,10014,2122305832,American,2/7/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,9,A,2/7/2019,10/26/2020,Cycle Inspection / Initial Inspection,40.74122396,-74.0060554,102,3,7900,1086105,1006467501,MN23
41693594,ABOVE BALLROOM,Staten Island,1100,SOUTH AVENUE,10314,7184772400,American,6/28/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,6/28/2019,10/26/2020,Cycle Inspection / Initial Inspection,40.61246681,-74.1754359,502,50,29102,5141912,5017250570,SI05
50084368,LLAMA SAN,Manhattan,359,6 AVENUE,10014,6464904422,Japanese,1/3/2020,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,12,A,1/3/2020,10/26/2020,Pre-permit (Operational) / Re-inspection,40.7321362,-74.00064948,102,3,7100,1088408,1005920019,MN23
41699605,PANCHO'S ANTOJITOS MEXICANOS,Manhattan,964,AMSTERDAM AVENUE,10025,2123165400,American,8/29/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,41,,,10/26/2020,Cycle Inspection / Initial Inspection,40.80132895,-73.96506502,107,7,19500,1056658,1018790031,MN09
40957421,RARE BAR & GRILL,Manhattan,303,LEXINGTON AVENUE,10016,2124811999,American,10/4/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,36,,,10/26/2020,Cycle Inspection / Initial Inspection,40.74859995,-73.97810359,106,4,8000,1019090,1008930025,MN20
41634340,JOE COFFEE,Manhattan,1045,LEXINGTON AVENUE,10021,2129882500,CafÃ©/Coffee/Tea,8/27/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,10,A,8/27/2018,10/26/2020,Cycle Inspection / Initial Inspection,40.77206584,-73.96098988,108,4,12800,1043101,1014090053,MN40
40957421,RARE BAR & GRILL,Manhattan,303,LEXINGTON AVENUE,10016,2124811999,American,4/11/2018,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,10,A,4/11/2018,10/26/2020,Cycle Inspection / Initial Inspection,40.74859995,-73.97810359,106,4,8000,1019090,1008930025,MN20
41470787,CHINAR RESTAURANT,Brooklyn,2775,CONEY ISLAND AVENUE,11235,7183682955,Russian,4/20/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11,A,4/20/2017,10/26/2020,Cycle Inspection / Re-inspection,40.58890412,-73.96046361,315,48,58800,3203832,3074300065,BK25
50099173,THE JUICE BOX,Manhattan,209,DYCKMAN STREET,10040,6465093625,"Juice, Smoothies, Fruit Salads",2/10/2020,Violations were cited in the following area(s).,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,Y,46,N,,10/26/2020,Pre-permit (Operational) / Initial Inspection,40.86512625,-73.92699686,112,10,29100,1064898,1022330058,MN01
50060683,LASIAF TACOS & LOUNGE,Brooklyn,2368,FLATBUSH AVENUE,11234,7182587515,Mexican,2/8/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,41,,,10/26/2020,Cycle Inspection / Initial Inspection,40.61253038,-73.92561016,318,46,66200,3241343,3085280056,BK45
50052060,GEORGE'S PIZZA,Manhattan,726,WEST  181 STREET,10033,2125686891,Pizza/Italian,11/14/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,33,,,10/26/2020,Pre-permit (Operational) / Initial Inspection,40.8505412,-73.93705443,112,10,26500,1064277,1021760119,MN36
40576554,LE SINGE,Manhattan,160,7 AVENUE,10011,2123664100,French,7/10/2018,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,12,A,7/10/2018,10/26/2020,Cycle Inspection / Re-inspection,40.74195419,-73.99721405,104,3,8700,1068149,1007697503,MN13
